cliente_id;idade;profissao;estado;renda_mensal;data_cadastro;num_compras;valor_total_gasto;modelo_preferido;satisfacao_cliente;canal_aquisicao
1206;35;Marketing;SP;8820,33;2024-01-15;1;303,23;Slip-on;5,0;Instagram
1207;33;Psicólogo;CE;8008,22;2024-03-16;1;332,94;Classic;5,0;Facebook Ads
1208;29;Outros;PR;7545,23;2024-05-12;1;359,34;Classic;4,5;Instagram
1209;31;Advogado;RJ;12836,82;2024-08-10;1;274,37;Classic;5,0;Google Ads
1210;29;Professor;PR;7383,0;2024-04-11;1;309,05;Runner;5,0;Google Ads
1211;30;Desenvolvedor;SP;9344,36;2024-08-28;1;376,13;Slip-on;4,5;Outros
1212;22;Desenvolvedor;GO;6959,42;2024-10-28;1;337,56;Slip-on;5,0;LinkedIn
1213;25;Administrador;SP;7815,26;2024-08-11;2;518,13;Classic;5,0;Google Ads
1214;29;Desenvolvedor;MT;9253,25;2024-06-28;2;559,26;Runner;4,5;SEO
1215;25;Médico;MS;13164,85;2024-09-16;3;984,19;Runner;5,0;SEO
1216;26;Designer;PE;8099,34;2024-08-21;3;979,48;Runner;4,5;Google Ads
1217;27;Jornalista;PI;4971,76;2024-07-10;1;370,46;Runner;5,0;Google Ads
1218;28;Designer;PE;6066,72;2024-02-24;1;307,44;Classic;3,5;Indicação
1219;29;Vendas;RS;8157,0;2024-03-27;2;716,09;Classic;5,0;Google Ads
1220;34;Desenvolvedor;RS;9448,54;2024-03-01;1;375,76;Classic;5,0;Facebook Ads
1221;23;Contador;SP;7321,46;2024-07-09;1;376,3;Classic;5,0;Google Ads
1222;28;Analista de Dados;SP;10445,58;2024-08-28;1;358,63;Runner;5,0;Indicação
1223;34;Outros;SP;6742,41;2024-12-13;1;326,57;Classic;4,0;SEO
1224;30;Product Manager;SP;17771,8;2024-03-31;1;397,6;Classic;4,0;Facebook Ads
1225;28;Designer;SP;6379,58;2024-07-25;1;353,11;Classic;5,0;LinkedIn
1226;23;Desenvolvedor;RJ;6742,64;2024-03-05;2;631,86;Classic;5,0;Google Ads
1227;31;Desenvolvedor;SP;10791,42;2024-12-02;1;317,03;Classic;5,0;SEO
1228;28;UX/UI Designer;SP;7615,92;2024-08-12;3;984,83;Slip-on;4,0;Outros
1229;27;Marketing;SP;6352,53;2024-09-06;1;362,47;Classic;3,5;Google Ads
1230;27;Designer;SP;6130,47;2024-09-04;1;351,59;Classic;5,0;Google Ads
1231;29;Advogado;MG;12640,13;2024-04-01;2;682,32;Runner;5,0;SEO
1232;27;Marketing;RS;7989,34;2024-11-20;1;262,2;Classic;4,0;Instagram
1233;34;Designer;MS;10545,38;2024-08-22;1;306,43;Runner;4,0;Facebook Ads
1234;39;Desenvolvedor;SC;11806,83;2024-04-22;1;307,63;Classic;4,5;Google Ads
1235;31;Professor;SP;5894,92;2024-02-10;2;572,6;Classic;4,0;LinkedIn
1236;32;Arquiteto;SP;8317,9;2024-08-29;2;604,99;Classic;5,0;Google Ads
1237;27;Desenvolvedor;RJ;10935,64;2024-01-09;1;328,32;Classic;4,5;Indicação
1238;37;Analista de Dados;SP;11863,4;2024-03-06;2;659,02;Classic;5,0;Instagram
1239;32;Vendas;SP;6873,33;2024-10-20;2;646,1;Slip-on;4,0;Google Ads
1240;28;Designer;SP;6687,6;2024-04-11;3;886,16;Slip-on;5,0;Google Ads
1241;27;Designer;RS;7965,49;2024-10-05;2;620,57;Slip-on;4,0;Facebook Ads
1242;28;Vendas;DF;7855,01;2024-05-15;2;606,43;Classic;4,5;Google Ads
1243;29;Desenvolvedor;SP;8662,89;2024-11-06;1;286,11;Classic;4,5;Instagram
1244;34;Gerente de Projetos;RS;13595,54;2024-08-08;2;626,95;Classic;4,0;Indicação
1245;29;Desenvolvedor;SP;9899,05;2024-02-14;2;653,02;Runner;5,0;Facebook Ads
1246;27;UX/UI Designer;SP;8950,03;2024-12-25;1;285,25;Classic;5,0;Facebook Ads
1247;32;Administrador;SP;8439,3;2024-07-15;1;286,61;Runner;5,0;SEO
1248;30;Product Manager;SP;13552,03;2024-06-06;1;389,86;Classic;4,0;Indicação
1249;26;Advogado;RS;8481,26;2024-12-22;1;325,03;Slip-on;5,0;Indicação
1250;22;Consultor;RS;10696,71;2024-01-02;1;332,9;Runner;5,0;Outros
1251;31;Psicólogo;SP;6232,93;2024-12-27;1;315,42;Slip-on;5,0;Indicação
1252;31;Publicitário;RJ;8278,66;2024-06-09;3;1046,04;Runner;4,5;Indicação
1253;28;Product Manager;RS;14956,18;2024-11-16;1;320,31;Slip-on;4,0;SEO
1254;25;Designer;SP;5657,64;2024-09-18;1;346,13;Runner;4,5;Facebook Ads
1255;27;Publicitário;SP;8587,45;2024-09-22;1;333,08;Classic;4,0;LinkedIn
1256;27;Analista de Dados;RJ;12210,86;2024-03-31;2;646,14;Classic;5,0;Google Ads
1257;28;Desenvolvedor;SC;10311,42;2024-05-25;2;665,43;Runner;5,0;YouTube
1258;26;Vendas;GO;5003,43;2024-06-08;1;312,09;Classic;4,0;Indicação
1259;27;Marketing;SP;7589,25;2024-09-16;1;297,78;Runner;4,5;Facebook Ads
1260;29;Desenvolvedor;SP;10881,02;2024-01-06;1;318,68;Slip-on;5,0;Instagram
1261;25;Designer;SP;5983,35;2024-07-10;1;333,3;Classic;4,5;Indicação
1262;28;Médico;SP;16111,32;2024-05-07;2;604,81;Classic;5,0;Instagram
1263;31;Médico;PR;16995,98;2024-07-28;2;554,71;Classic;4,5;Google Ads
1264;37;Outros;RO;6687,63;2024-03-20;1;312,47;Runner;5,0;SEO
1265;27;UX/UI Designer;SP;9998,13;2024-08-15;1;402,8;Classic;5,0;Facebook Ads
1266;28;Designer;SP;6617,42;2024-07-26;1;339,8;Runner;5,0;Instagram
1267;34;Desenvolvedor;RJ;11541,22;2024-03-22;2;656,88;Classic;5,0;Indicação
1268;23;Marketing;MG;7691,73;2024-04-26;2;623,86;Classic;4,5;Outros
1269;34;Desenvolvedor;SP;13674,7;2024-03-15;2;690,54;Classic;5,0;Facebook Ads
1270;31;Engenheiro;RJ;13305,85;2024-03-18;1;306,97;Classic;3,5;Google Ads
1271;26;Vendas;MT;7660,68;2024-06-17;1;348,75;Classic;4,0;Indicação
1272;30;Desenvolvedor;ES;8792,37;2024-05-22;2;630,67;Classic;5,0;Facebook Ads
1273;32;Outros;PA;7744,53;2024-10-15;1;287,53;Classic;4,5;Facebook Ads
1274;34;Gerente de Projetos;RJ;12750,39;2024-08-05;1;305,52;Classic;5,0;Google Ads
1275;37;Professor;MG;8143,15;2024-01-16;2;695,56;Classic;4,5;Indicação
1276;30;Consultor;RS;14668,92;2024-12-01;1;372,63;Classic;5,0;Facebook Ads
1277;30;UX/UI Designer;MG;10019,48;2024-11-09;1;301,97;Classic;5,0;Indicação
1278;29;Engenheiro;RJ;10027,71;2024-12-22;1;266,82;Classic;4,5;Outros
1279;30;Marketing;CE;8263,87;2024-06-02;1;312,08;Classic;4,5;Facebook Ads
1280;28;Desenvolvedor;RJ;9666,02;2024-02-26;2;687,33;Runner;4,5;Instagram
1281;33;Product Manager;RJ;17527,7;2024-07-15;2;647,8;Runner;4,5;YouTube
1282;41;Analista de Dados;PB;10663,52;2024-10-29;1;272,91;Classic;5,0;SEO
1283;27;Desenvolvedor;RJ;10578,24;2024-02-17;1;295,86;Classic;4,5;Indicação
1284;31;Desenvolvedor;MT;10824,73;2024-07-08;2;646,96;Slip-on;5,0;Google Ads
1285;35;Designer;SP;9535,07;2024-07-17;1;339,12;Runner;5,0;Google Ads
1286;24;Product Manager;SP;10677,05;2024-08-29;1;334,93;Classic;4,5;SEO
1287;33;Outros;SP;7349,71;2024-12-27;1;293,11;Runner;4,0;Instagram
1288;33;Psicólogo;DF;9223,08;2024-11-01;1;301,09;Classic;5,0;Google Ads
1289;27;Product Manager;SC;12895,58;2024-03-29;1;360,16;Classic;4,5;Indicação
1290;32;Engenheiro;BA;14741,67;2024-05-21;3;1070,77;Classic;3,5;Instagram
1291;28;Engenheiro;SP;10520,94;2024-06-14;1;317,92;Classic;4,0;Instagram
1292;27;Designer;MG;7760,51;2024-10-29;1;323,63;Slip-on;4,5;Google Ads
1293;29;Desenvolvedor;SP;11859,73;2024-12-21;1;303,29;Slip-on;4,5;Indicação
1294;39;Contador;RJ;10787,51;2024-11-11;2;718,52;Classic;5,0;SEO
1295;25;Desenvolvedor;GO;10718,11;2024-06-13;2;677,76;Classic;5,0;Google Ads
1296;35;Analista de Dados;RJ;11171,63;2024-07-09;2;674,98;Classic;4,5;Google Ads
1297;36;Desenvolvedor;SP;12261,26;2024-07-23;1;352,37;Classic;4,5;Facebook Ads
1298;31;Outros;RJ;7314,31;2024-06-04;2;731,15;Classic;4,5;Google Ads
1299;23;Vendas;SP;6439,08;2024-01-25;3;1028,18;Runner;4,0;Outros
1300;25;Designer;GO;7210,44;2024-08-08;1;340,42;Classic;5,0;Google Ads
1301;34;Desenvolvedor;MG;13429,56;2024-08-14;1;336,74;Classic;5,0;Google Ads
1302;25;Product Manager;SC;13356,46;2024-10-30;1;299,54;Classic;5,0;Google Ads
1303;31;Product Manager;PE;13713,35;2024-11-15;1;341,69;Classic;4,5;Google Ads
1304;26;Designer;MT;5617,47;2024-02-19;2;793,61;Runner;5,0;SEO
1305;39;Publicitário;SP;9949,54;2024-03-25;1;316,53;Runner;5,0;Instagram
1306;28;Designer;RS;8096,66;2024-07-15;1;301,08;Runner;5,0;SEO
1307;26;Gerente de Projetos;SP;8287,41;2024-04-04;1;338,66;Classic;5,0;Facebook Ads
1308;22;Product Manager;SP;9297,33;2024-09-15;1;284,27;Classic;4,5;Google Ads
1309;30;Designer;SP;9382,89;2024-09-06;1;337,79;Runner;5,0;Facebook Ads
1310;30;Analista de Dados;RR;12580,86;2024-04-20;2;662,57;Classic;5,0;Instagram
1311;38;Vendas;PR;9069,63;2024-05-12;1;304,63;Classic;5,0;Google Ads
1312;24;Desenvolvedor;RJ;9955,0;2024-06-18;1;303,91;Runner;5,0;Google Ads
1313;22;Vendas;RJ;5874,69;2024-03-13;1;284,2;Classic;5,0;Google Ads
1314;31;Marketing;PR;9039,3;2024-09-11;1;328,3;Runner;4,0;SEO
1315;25;Engenheiro;RJ;10211,57;2024-06-21;2;707,81;Runner;4,5;Instagram
1316;26;Marketing;MS;6294,66;2024-04-20;1;301,6;Runner;4,5;Indicação
1317;25;Outros;SC;5550,62;2024-08-17;2;552,05;Classic;5,0;Facebook Ads
1318;28;Outros;PR;7583,69;2024-09-24;1;362,52;Classic;4,5;SEO
1319;25;Product Manager;SC;9694,17;2024-08-29;1;325,99;Runner;5,0;Google Ads
1320;29;Product Manager;SP;13114,27;2024-07-07;1;274,56;Classic;4,5;Instagram
1321;25;Outros;SP;6176,52;2024-09-27;1;276,44;Classic;4,5;Instagram
1322;32;Product Manager;SP;12055,61;2024-08-15;2;700,17;Classic;4,5;Instagram
1323;30;Desenvolvedor;RO;10094,83;2024-10-13;1;278,34;Runner;4,5;SEO
1324;34;Arquiteto;PR;11684,81;2024-07-02;1;368,59;Classic;5,0;Google Ads
1325;27;Desenvolvedor;SP;10881,51;2024-02-24;2;694,05;Classic;4,5;SEO
1326;23;Outros;RS;7272,62;2024-10-12;1;368,07;Classic;5,0;YouTube
1327;23;Desenvolvedor;MG;8233,52;2024-05-05;1;266,43;Runner;5,0;Instagram
1328;29;Engenheiro;SC;12831,53;2024-12-11;1;288,93;Classic;5,0;Google Ads
1329;38;Desenvolvedor;PE;14735,54;2024-04-20;1;267,51;Classic;4,5;Indicação
1330;42;Vendas;MG;9611,83;2024-07-03;1;354,95;Runner;4,5;Instagram
1331;30;Product Manager;RJ;16299,5;2024-09-22;2;714,09;Classic;5,0;YouTube
1332;26;Desenvolvedor;RJ;9964,93;2024-03-02;2;679,66;Slip-on;4,5;SEO
1333;33;Professor;SP;8694,82;2024-11-17;1;266,16;Slip-on;4,5;Indicação
1334;26;Designer;GO;6556,49;2024-05-24;1;319,97;Classic;4,5;Google Ads
1335;26;Designer;MG;8027,08;2024-10-23;1;330,97;Classic;5,0;Indicação
1336;29;Marketing;AC;9031,1;2024-04-08;1;293,65;Classic;4,0;Google Ads
1337;29;Arquiteto;DF;7360,35;2024-04-24;2;538,48;Classic;5,0;Google Ads
1338;26;Designer;SP;6114,39;2024-03-13;2;674,11;Runner;4,0;Google Ads
1339;35;Desenvolvedor;SP;8962,29;2024-08-13;1;381,59;Classic;5,0;Facebook Ads
1340;30;UX/UI Designer;RS;10093,25;2024-04-30;2;745,99;Classic;3,5;Instagram
1341;36;Designer;RR;10407,24;2024-08-15;1;289,04;Classic;4,5;Google Ads
1342;28;Designer;RJ;6002,1;2024-07-11;1;328,64;Classic;3,5;SEO
1343;30;Analista de Dados;RN;9175,87;2024-04-24;3;1144,62;Runner;5,0;Indicação
1344;32;Analista de Dados;MT;13204,34;2024-03-06;2;640,85;Classic;5,0;Instagram
1345;26;Product Manager;RS;15603,71;2024-07-19;1;300,68;Classic;5,0;Google Ads
1346;30;Analista de Dados;MG;13075,74;2024-02-21;2;516,78;Classic;4,0;SEO
1347;29;Desenvolvedor;SP;10532,3;2024-01-28;2;661,94;Classic;5,0;Facebook Ads
1348;24;UX/UI Designer;SP;8830,83;2024-08-30;1;368,4;Runner;4,0;Facebook Ads
1349;33;Publicitário;SP;9316,22;2024-03-17;2;615,35;Classic;5,0;Google Ads
1350;26;Vendas;RJ;6154,14;2024-07-14;1;295,64;Runner;4,5;Facebook Ads
1351;35;Analista de Dados;MG;14955,51;2024-02-01;2;630,55;Slip-on;4,5;Facebook Ads
1352;30;Consultor;SP;16444,32;2024-11-23;1;274,13;Slip-on;4,5;Facebook Ads
1353;36;Gerente de Projetos;SP;16552,49;2024-08-21;1;338,86;Classic;5,0;Google Ads
1354;28;Engenheiro;MG;10249,33;2024-06-28;2;798,32;Runner;4,0;Google Ads
1355;26;Marketing;SP;6649,2;2024-12-12;1;331,93;Classic;4,5;Instagram
1356;32;Professor;SP;7067,98;2024-10-07;1;394,78;Classic;5,0;Facebook Ads
1357;34;Designer;SP;8165,66;2024-07-14;1;322,68;Slip-on;4,5;SEO
1358;37;Engenheiro;SP;13540,35;2024-04-25;1;332,87;Classic;4,5;Outros
1359;24;Analista de Dados;DF;7643,82;2024-05-16;1;345,68;Classic;5,0;Google Ads
1360;27;Marketing;RJ;7883,29;2024-02-15;2;599,01;Slip-on;5,0;Indicação
1361;42;UX/UI Designer;RJ;12183,36;2024-09-18;1;343,66;Runner;5,0;Facebook Ads
1362;26;Marketing;PR;6716,25;2024-03-29;1;322,73;Classic;5,0;Facebook Ads
1363;27;Outros;MG;5535,41;2024-09-30;1;281,7;Classic;5,0;Facebook Ads
1364;42;Designer;RS;8292,2;2024-05-11;2;782,36;Runner;5,0;Google Ads
1365;25;Marketing;SP;5958,46;2024-08-12;1;274,86;Runner;5,0;SEO
1366;30;Analista de Dados;PR;10302,56;2024-04-07;2;581,69;Classic;5,0;Google Ads
1367;36;Product Manager;RS;18188,94;2024-11-28;1;322,83;Classic;4,5;Indicação
1368;25;Engenheiro;DF;8506,05;2024-05-20;1;309,61;Slip-on;4,5;Google Ads
1369;32;Desenvolvedor;SP;10158,47;2024-08-01;2;667,46;Runner;5,0;Instagram
1370;26;UX/UI Designer;RJ;8874,09;2024-10-22;1;255,66;Classic;4,5;Facebook Ads
1371;27;Outros;SP;6646,33;2024-08-21;1;296,24;Runner;4,5;Instagram
1372;35;Desenvolvedor;DF;9783,42;2024-11-09;1;323,34;Classic;3,5;Indicação
1373;27;UX/UI Designer;MS;7575,79;2024-11-11;1;382,94;Classic;4,5;SEO
1374;33;Gerente de Projetos;SP;11681,02;2024-09-19;1;371,38;Classic;4,5;Instagram
1375;36;Analista de Dados;MG;12398,84;2024-10-26;1;288,43;Runner;4,5;Instagram
1376;25;Médico;CE;13424,97;2024-09-03;1;357,03;Classic;5,0;Facebook Ads
1377;31;Desenvolvedor;SP;10706,41;2024-09-01;1;372,15;Classic;4,5;SEO
1378;29;Designer;SP;7392,02;2024-12-26;1;347,41;Classic;4,5;Instagram
1379;29;Desenvolvedor;AM;8778,09;2024-06-06;1;344,29;Classic;4,0;SEO
1380;32;Analista de Dados;SP;12401,6;2024-05-05;1;343,44;Classic;4,5;Outros
1381;26;Desenvolvedor;BA;10805,71;2024-11-14;1;372,17;Classic;3,5;Instagram
1382;34;Engenheiro;PI;14957,97;2024-01-24;1;342,58;Slip-on;4,5;Instagram
1383;27;Vendas;PR;6367,73;2024-01-30;1;340,4;Classic;4,5;Indicação
1384;39;Advogado;PB;11122,47;2024-05-25;1;290,12;Classic;4,5;Indicação
1385;25;Desenvolvedor;SP;11033,34;2024-05-20;1;311,41;Classic;4,5;Facebook Ads
1386;22;Product Manager;SP;10884,23;2024-12-05;1;348,91;Classic;5,0;Instagram
1387;31;Designer;RJ;8858,09;2024-03-15;3;1052,41;Slip-on;5,0;Indicação
1388;26;Marketing;PR;8982,91;2024-01-16;4;1306,95;Runner;5,0;Indicação
1389;26;Vendas;BA;6501,48;2024-03-18;1;337,09;Classic;4,5;Google Ads
1390;27;Designer;MT;8065,02;2024-06-06;1;298,36;Classic;4,5;Indicação
1391;33;Gerente de Projetos;SP;15692,34;2024-04-29;2;594,78;Classic;5,0;Instagram
1392;24;Administrador;SP;6123,23;2024-02-01;2;591,76;Runner;4,0;Google Ads
1393;29;Desenvolvedor;SP;9630,02;2024-11-11;1;292,02;Runner;3,5;Facebook Ads
1394;29;Product Manager;MG;11522,87;2024-12-11;1;353,84;Classic;4,0;SEO
1395;28;Publicitário;MG;8922,0;2024-08-26;1;271,56;Runner;3,5;Facebook Ads
1396;26;Designer;MG;7304,11;2024-05-21;1;374,44;Slip-on;5,0;Indicação
1397;28;Designer;SP;9041,08;2024-04-21;1;321,52;Classic;4,5;Instagram
1398;27;UX/UI Designer;SP;9476,05;2024-11-14;1;346,51;Classic;5,0;Indicação
1399;26;UX/UI Designer;RJ;9806,35;2024-06-17;1;348,77;Runner;5,0;Facebook Ads
1400;35;Jornalista;SC;6326,26;2024-10-10;1;309,62;Runner;5,0;Facebook Ads
1401;27;Outros;RJ;7507,35;2024-03-16;1;332,42;Runner;5,0;Instagram
1402;29;Designer;MG;9453,71;2024-04-11;1;295,03;Classic;4,5;Indicação
1403;30;Desenvolvedor;SP;8891,97;2024-03-07;1;371,57;Runner;5,0;Outros
1404;27;Desenvolvedor;SP;10409,65;2024-03-15;2;751,53;Classic;4,0;LinkedIn
1405;25;UX/UI Designer;SP;7017,81;2024-07-14;1;322,07;Slip-on;3,5;LinkedIn
1406;30;Advogado;RJ;10721,79;2024-06-09;2;706,16;Runner;3,5;Google Ads
1407;31;Desenvolvedor;RJ;11346,86;2024-02-24;2;598,29;Runner;4,0;Google Ads
1408;28;Administrador;SP;6153,05;2024-12-23;1;273,28;Classic;5,0;Google Ads
1409;30;Desenvolvedor;RN;12380,5;2024-03-27;1;331,27;Classic;4,5;Google Ads
1410;36;Designer;PE;9389,52;2024-01-08;2;551,79;Classic;5,0;Google Ads
1411;30;Product Manager;SP;15452,33;2024-04-27;2;600,86;Slip-on;5,0;YouTube
1412;34;Desenvolvedor;AM;10797,05;2024-02-04;2;770,73;Classic;4,5;Instagram
1413;25;Psicólogo;SC;7510,02;2024-03-26;3;1022,19;Classic;4,5;Google Ads
1414;28;Desenvolvedor;RJ;9051,31;2024-08-10;1;335,49;Slip-on;4,5;Facebook Ads
1415;42;Professor;SP;9844,45;2024-03-17;2;609,47;Slip-on;5,0;Google Ads
1416;25;Médico;SP;17163,16;2024-01-17;2;758,22;Classic;5,0;YouTube
1417;38;Designer;MG;10302,41;2024-09-29;1;293,08;Classic;4,5;Facebook Ads
1418;29;Product Manager;SP;11070,19;2024-11-19;1;305,37;Slip-on;4,5;SEO
1419;33;Médico;SP;17402,35;2024-08-26;1;308,31;Classic;4,5;Facebook Ads
1420;26;Desenvolvedor;SP;10369,72;2024-10-03;1;289,85;Classic;4,5;SEO
1421;36;Designer;MG;9669,0;2024-03-08;1;299,46;Classic;5,0;Outros
1422;26;UX/UI Designer;SP;9788,49;2024-08-28;1;329,97;Slip-on;4,0;Google Ads
1423;28;Administrador;PB;9891,24;2024-03-11;2;689,98;Slip-on;3,5;Instagram
1424;28;Analista de Dados;MG;9756,2;2024-08-19;1;313,22;Runner;4,5;Google Ads
1425;44;UX/UI Designer;RJ;15040,31;2024-09-26;1;303,63;Slip-on;4,5;Google Ads
1426;27;Gerente de Projetos;SP;11716,28;2024-06-22;2;656,19;Runner;5,0;Indicação
1427;34;UX/UI Designer;RJ;10652,0;2024-02-13;1;300,31;Runner;4,5;Facebook Ads
1428;38;Professor;SP;9100,64;2024-09-29;1;328,81;Slip-on;5,0;SEO
1429;36;Vendas;MG;9344,95;2024-05-08;1;353,9;Classic;5,0;Facebook Ads
1430;35;Administrador;SP;10427,44;2024-06-28;1;329,04;Slip-on;4,5;Google Ads
1431;28;Consultor;SP;13210,59;2024-08-13;1;299,99;Classic;4,0;Instagram
1432;27;Product Manager;SC;10364,22;2024-11-29;1;351,57;Runner;4,0;YouTube
1433;26;UX/UI Designer;RS;6831,33;2024-06-17;1;318,83;Classic;5,0;Instagram
1434;27;Psicólogo;SP;6461,29;2024-12-14;1;336,23;Classic;3,5;Indicação
1435;34;Marketing;MG;8124,07;2024-03-06;2;593,66;Classic;5,0;Outros
1436;29;Designer;RS;7691,06;2024-11-30;1;263,75;Classic;5,0;Google Ads
1437;34;Vendas;SP;7626,27;2024-01-29;2;671,42;Runner;5,0;Facebook Ads
1438;28;Médico;SP;18748,24;2024-10-10;2;700,0;Slip-on;5,0;Indicação
1439;23;Marketing;RS;6982,2;2024-06-05;1;382,42;Classic;4,5;SEO
1440;29;Arquiteto;RS;7852,94;2024-03-15;2;641,21;Classic;5,0;Google Ads
1441;29;Marketing;SP;6467,62;2024-03-19;1;359,6;Classic;4,5;Instagram
1442;28;Product Manager;PR;11875,77;2024-10-21;2;676,48;Classic;5,0;Facebook Ads
1443;30;Outros;RS;8020,25;2024-12-26;1;315,56;Slip-on;5,0;Instagram
1444;31;UX/UI Designer;PR;10749,77;2024-05-06;1;309,95;Classic;4,5;Instagram
1445;26;Outros;MG;5543,96;2024-09-30;2;584,18;Classic;4,0;SEO
1446;28;Product Manager;GO;14639,95;2024-07-01;1;362,45;Runner;5,0;Google Ads
1447;31;Analista de Dados;SP;13180,76;2024-12-13;1;339,75;Classic;4,5;Google Ads
1448;26;Desenvolvedor;SP;8450,53;2024-08-29;1;341,74;Classic;5,0;Facebook Ads
1449;28;Advogado;RJ;7977,76;2024-11-04;1;340,95;Classic;5,0;YouTube
1450;28;Consultor;SP;12940,04;2024-09-23;1;323,32;Slip-on;5,0;Instagram
1451;24;Desenvolvedor;RJ;8508,11;2024-02-19;4;1472,71;Classic;5,0;SEO
1452;26;Marketing;SP;9316,82;2024-03-10;1;366,91;Classic;4,5;LinkedIn
1453;27;Consultor;MG;12804,59;2024-02-15;2;666,0;Runner;4,5;LinkedIn
1454;32;Jornalista;SP;5349,96;2024-07-01;1;263,88;Classic;5,0;LinkedIn
1455;35;Médico;ES;20740,44;2024-09-19;1;287,83;Classic;4,5;Google Ads
1456;28;Engenheiro;MG;12831,58;2024-01-13;1;329,37;Runner;5,0;SEO
1457;38;Marketing;SP;10464,19;2024-11-05;2;644,93;Classic;3,5;Indicação
1458;24;Marketing;SP;7520,7;2024-01-19;1;311,66;Runner;4,5;Facebook Ads
1459;39;Gerente de Projetos;DF;13238,6;2024-11-07;1;299,85;Classic;5,0;Indicação
1460;31;UX/UI Designer;PA;11418,53;2024-12-12;1;365,2;Classic;5,0;SEO
1461;32;Vendas;SP;8017,69;2024-12-30;1;316,22;Slip-on;4,0;Instagram
1462;26;Administrador;SP;8051,52;2024-07-29;2;689,96;Classic;5,0;Facebook Ads
1463;27;Outros;DF;7697,59;2024-07-29;1;286,87;Runner;5,0;Google Ads
1464;26;Desenvolvedor;TO;10537,46;2024-12-15;1;312,23;Runner;4,5;YouTube
1465;29;Desenvolvedor;RS;9816,22;2024-08-21;1;321,0;Runner;5,0;SEO
1466;27;Gerente de Projetos;ES;10179,52;2024-03-23;2;646,49;Classic;5,0;Google Ads
1467;27;Gerente de Projetos;MG;12637,13;2024-10-16;1;275,14;Classic;5,0;Indicação
1468;30;Analista de Dados;SP;8897,09;2024-08-12;2;698,92;Classic;5,0;Google Ads
1469;28;Outros;SP;5345,75;2024-10-10;2;602,88;Classic;5,0;Facebook Ads
1470;32;Marketing;SP;10026,39;2024-04-16;1;337,55;Classic;4,5;SEO
1471;33;Médico;RJ;19588,14;2024-03-19;2;595,45;Slip-on;4,5;Google Ads
1472;29;Publicitário;PR;8671,47;2024-01-27;2;524,74;Classic;4,5;SEO
1473;27;Marketing;ES;9040,91;2024-07-06;1;262,41;Classic;4,5;Instagram
1474;24;Desenvolvedor;SP;9201,35;2024-04-19;2;588,25;Runner;3,5;Indicação
1475;36;Marketing;SP;8531,98;2024-11-22;1;340,05;Runner;4,5;Facebook Ads
1476;31;Vendas;SP;6847,94;2024-06-02;1;362,61;Classic;5,0;Indicação
1477;26;Gerente de Projetos;PE;11825,19;2024-10-31;1;309,95;Runner;4,5;Facebook Ads
1478;25;Desenvolvedor;GO;10565,0;2024-03-31;2;670,3;Runner;5,0;Indicação
1479;32;Marketing;ES;7950,46;2024-08-27;1;379,08;Runner;4,0;Facebook Ads
1480;27;UX/UI Designer;SP;6650,02;2024-08-24;2;616,66;Runner;5,0;Indicação
1481;27;Analista de Dados;SC;7953,98;2024-01-13;1;284,46;Runner;5,0;SEO
1482;25;Vendas;SP;6786,38;2024-04-12;1;293,23;Classic;4,5;Outros
1483;27;Outros;RJ;6484,05;2024-02-09;1;302,75;Runner;5,0;YouTube
1484;27;Product Manager;SP;14318,91;2024-10-09;2;608,42;Runner;4,5;Indicação
1485;35;Advogado;RJ;11044,43;2024-04-25;2;619,19;Classic;4,5;LinkedIn
1486;23;Analista de Dados;BA;9255,13;2024-05-04;2;589,13;Classic;4,5;Google Ads
1487;41;Marketing;RS;10826,87;2024-09-09;1;338,15;Classic;4,5;LinkedIn
1488;32;Psicólogo;SP;8843,8;2024-09-18;1;353,2;Runner;5,0;LinkedIn
1489;26;Vendas;SP;7661,1;2024-04-05;3;934,57;Classic;4,5;Instagram
1490;25;Desenvolvedor;SP;10937,41;2024-06-29;1;325,56;Classic;4,5;Instagram
1491;25;Designer;MG;5971,95;2024-06-14;3;990,79;Classic;4,0;Facebook Ads
1492;26;Outros;SP;5598,06;2024-03-08;2;577,05;Runner;5,0;Facebook Ads
1493;31;Marketing;MG;8621,64;2024-12-12;1;306,47;Classic;3,5;Facebook Ads
1494;36;Product Manager;SP;13294,21;2024-02-01;3;886,7;Slip-on;5,0;Instagram
1495;27;Designer;PR;7309,56;2024-09-15;1;347,15;Slip-on;4,0;Indicação
1496;30;Engenheiro;SC;14012,74;2024-11-18;1;292,14;Slip-on;4,5;Instagram
1497;24;Analista de Dados;RJ;7178,94;2024-02-15;2;607,27;Classic;4,5;SEO
1498;30;Desenvolvedor;GO;8338,26;2024-04-05;1;339,46;Classic;5,0;Indicação
1499;27;Engenheiro;RJ;9114,28;2024-10-21;1;377,73;Runner;5,0;Facebook Ads
1500;27;Desenvolvedor;SP;9739,88;2024-05-21;2;539,44;Runner;4,5;Indicação
1501;45;Advogado;RJ;18004,26;2024-12-25;1;338,39;Slip-on;4,5;Google Ads
1502;28;Desenvolvedor;SP;8716,21;2024-03-01;2;731,7;Classic;5,0;Facebook Ads
1503;26;Desenvolvedor;RS;10865,33;2024-04-10;1;278,1;Runner;4,0;Instagram
1504;26;Designer;AM;7889,32;2024-04-10;1;336,95;Runner;5,0;SEO
